,ML True,DL True,Persistence,SVR,Ridge,RandomForestRegressor,GradientBoostingRegressor,AdaBoostRegressor,BaggingRegressor,RNNModel,LSTMModel,GRUModel,TransformerWithLinear,TransformerWithAttention
3465,-0.7,-0.7,-0.9,-8.717986249863316,-27.055071191711818,-0.7170000000000009,1.0868175667377706,56.6957723577229,-0.6900000000000001,0.36993408,1.6901245,-1.1743622,-2.6203003,-9.944748
3466,32.1,32.1,-0.7,61.917956974549526,102.66713684979248,32.95099999999997,32.25533437427596,62.42599388379214,32.49,30.749573,35.28795,31.098953,37.230164,22.738617
3467,-1.0,-1.0,32.1,-9.230084699474247,-51.129951459074476,-0.898,1.0868175667377706,60.555856573705846,-0.89,3.8102264,-0.1295929,2.3454437,-2.270691,-9.5385895
3468,31.5,31.5,-1.0,55.58918316048647,92.55749375277742,31.722,30.71789115712804,56.314353312302806,31.839999999999996,30.593689,38.392365,33.648743,36.14363,22.475037
3469,136.8,136.8,31.5,127.0479502831399,158.3502226002543,131.88799999999992,119.34389505726263,184.90277227722802,128.16000000000003,127.056625,127.30696,129.0511,127.82921,119.829254
3470,150.8,150.8,136.8,161.00666618868007,168.96736897514745,146.41399999999985,139.52310874055388,211.15680751173682,145.32,138.67438,139.87526,146.58047,145.71536,144.0704
3471,317.0,317.0,150.8,259.7763583839083,273.68173804265484,312.54599999999994,299.5131258988704,222.89913867355403,311.02000000000004,305.59607,305.6637,304.53284,304.05914,307.53857
3472,290.1,290.1,317.0,268.5100048830079,297.08725626690284,297.25799999999975,293.4108652844185,277.0191977077346,293.09,287.6884,282.8246,285.32437,280.2705,288.3871
3473,82.6,82.6,290.1,85.8949245388308,130.4825336854229,81.80500000000009,83.3441202894418,193.95340393343224,82.91000000000001,90.47315,81.5672,80.54982,83.96271,76.15155
3474,51.2,51.2,82.6,48.33000535542152,54.035707916721265,52.32099999999995,52.93802406407252,92.68919667590099,50.72999999999999,56.114258,59.94742,56.246216,57.43062,47.103226
3475,52.7,52.7,51.2,65.75471885729331,62.77730358698511,55.28599999999995,58.48515714429124,85.949609375,54.5,52.5542,60.40538,51.247757,59.654266,47.735764
3476,94.2,94.2,52.7,108.13692668511835,113.73923003838574,93.17499999999998,90.57068262041136,89.30888030888029,93.57000000000002,83.29739,93.42397,87.74103,96.61594,90.439064
3477,39.5,39.5,94.2,55.433671430623946,42.46785013954789,36.938,35.211482782436875,75.29530516431983,37.54,35.907745,38.63675,35.1837,39.41899,33.76837
3478,62.5,62.5,39.5,83.1281127560982,92.70942905479107,63.83999999999999,61.52396937054193,85.949609375,62.27,63.14554,65.79236,60.133377,65.04463,56.847885
3479,80.3,80.3,62.5,98.04049455077333,87.97323506008166,78.66600000000008,75.64823660680243,108.0073248407643,78.91999999999999,72.345184,75.54385,76.85918,77.535706,72.41222
3480,2.8,2.8,80.3,-13.624492114841502,-22.39597907856995,2.0720000000000023,4.684886796147452,80.47523364485969,2.57,9.710922,7.1962585,7.4268494,3.1656494,-3.7115173
3481,131.1,131.1,2.8,135.65565139617416,203.92538564785127,130.39200000000014,131.19718014853095,182.13675595238112,131.07999999999998,119.2098,136.45032,127.52623,132.1153,114.888916
3482,243.4,243.4,131.1,222.92017143424968,244.7025302777291,239.87400000000017,238.78873419959973,211.15680751173682,245.30000000000004,232.55827,244.91539,239.85826,236.58794,241.6286
3483,93.5,93.5,243.4,119.8269968020889,136.378340495565,94.185,95.01901661049999,108.0073248407643,95.49000000000001,100.6371,99.374374,100.68781,97.34493,85.13396
3484,168.7,168.7,93.5,164.91281687486992,185.49504341045593,163.02400000000017,148.65565411657875,189.35913461538476,162.6,146.9097,147.83534,148.81497,156.12935,153.22472
3485,32.3,32.3,168.7,24.090823194393124,38.69421528900682,33.04800000000004,35.02815133344812,75.29530516431983,32.86,37.83864,36.807037,38.870377,37.49437,27.475601
3486,53.2,53.2,32.3,54.067755951836176,77.88845402110576,54.53499999999994,50.75932708486607,89.30888030888029,53.220000000000006,53.287796,59.216248,56.975662,59.15529,43.521088
3487,46.3,46.3,53.2,58.83831857404917,58.51735240275809,45.81800000000007,46.42073605372023,75.29530516431983,46.8,45.721954,49.157166,46.46042,49.958817,42.805237
3488,51.6,51.6,46.3,75.72761611630915,73.31813456137024,51.40500000000001,48.62526178432746,78.8564293304994,51.71,49.959854,53.65468,50.334595,53.157455,45.13739
3489,60.0,60.0,51.6,81.60229772942662,70.67515051708997,58.755,53.200605907857806,85.949609375,61.120000000000005,54.204086,59.705536,57.23958,58.441177,50.503372
3490,14.3,14.3,60.0,16.022003057796184,-14.33268332486199,12.652999999999984,12.672266080180686,80.47523364485969,12.51,12.771744,13.127197,12.112564,6.949478,-1.9074097
3491,38.8,38.8,14.3,50.15798824240895,72.70468757405817,36.98500000000005,32.92263643871566,71.39834983498348,36.97,31.167099,38.781418,35.118866,36.704453,24.285553
3492,143.7,143.7,38.8,156.45301106439635,189.4223168506503,143.17800000000014,141.29752178447342,189.35913461538476,140.27,139.54527,153.80772,153.4379,146.72598,146.94083
3493,45.4,45.4,143.7,51.73461929718201,58.406928334546876,44.08200000000001,42.52886297105763,71.39834983498348,43.239999999999995,43.76947,40.43477,45.832245,47.511795,34.934692
3494,25.3,25.3,45.4,31.012588953250372,24.421280572974695,25.375,24.89784505321551,75.29530516431983,25.290000000000006,27.016586,30.12381,28.358368,28.938522,19.19522
