,train,valid
1,0.6239489316940308,0.7527447938919067
2,0.5312594175338745,0.6365966200828552
3,0.43713998794555664,0.5295820832252502
4,0.32439425587654114,0.3879225254058838
5,0.2411128431558609,0.2864430248737335
6,0.1906007081270218,0.2588833272457123
7,0.20404677093029022,0.21494382619857788
8,0.20040051639080048,0.29762303829193115
9,0.15837512910366058,0.195268914103508
10,0.18234844505786896,0.24584271013736725
11,0.1518629938364029,0.19264374673366547
12,0.15930546820163727,0.20964132249355316
13,0.15056981146335602,0.18406876921653748
14,0.16741754114627838,0.18012596666812897
15,0.13212548196315765,0.181475430727005
16,0.13408881425857544,0.1684117317199707
17,0.12917907536029816,0.1615249514579773
18,0.14475476741790771,0.17878590524196625
19,0.1302124261856079,0.15337945520877838
20,0.13393327593803406,0.187104731798172
21,0.1349484920501709,0.2024279683828354
22,0.12745532393455505,0.17830044031143188
23,0.16793769598007202,0.17634057998657227
24,0.1511498987674713,0.18254420161247253
25,0.1729957014322281,0.21631915867328644
26,0.1321890652179718,0.1685532033443451
27,0.13591045141220093,0.15687806904315948
28,0.15924155712127686,0.21462740004062653
29,0.12413110584020615,0.18987511098384857
30,0.1375763714313507,0.15998120605945587
31,0.12669844925403595,0.16504837572574615
32,0.11697626113891602,0.1693391650915146
33,0.12660086154937744,0.19050641357898712
34,0.11781221628189087,0.14941810071468353
35,0.11550543457269669,0.15686443448066711
36,0.12227977067232132,0.16140709817409515
37,0.13998377323150635,0.22374200820922852
38,0.12336957454681396,0.15756069123744965
39,0.14190120995044708,0.19745884835720062
40,0.11719874292612076,0.16862401366233826
41,0.1147712841629982,0.17014159262180328
42,0.11292041838169098,0.16649554669857025
43,0.11793824285268784,0.17883840203285217
44,0.1170320063829422,0.19167259335517883
45,0.11357367783784866,0.16250137984752655
46,0.10914799571037292,0.1602521389722824
47,0.11525667458772659,0.17019565403461456
48,0.1128353476524353,0.16863635182380676
49,0.10757733136415482,0.15860001742839813
50,0.109120212495327,0.15876196324825287
51,0.11430442333221436,0.1569310575723648
52,0.10953978449106216,0.16471894085407257
53,0.11195828765630722,0.1636614054441452
54,0.10831686109304428,0.15973985195159912
55,0.11007295548915863,0.15425050258636475
56,0.11003398895263672,0.155419260263443
57,0.10833410173654556,0.15165016055107117
58,0.1067405417561531,0.1547277271747589
59,0.108450748026371,0.1579454094171524
60,0.10603643208742142,0.15622751414775848
61,0.10746770352125168,0.15996426343917847
62,0.10539789497852325,0.1582319438457489
63,0.10580075532197952,0.1604698896408081
64,0.10580506920814514,0.15254442393779755
65,0.10499397665262222,0.15590426325798035
66,0.10587026923894882,0.15637297928333282
67,0.10634439438581467,0.15686728060245514
68,0.10504195094108582,0.15684190392494202
69,0.1045985072851181,0.1555689573287964
70,0.1051594540476799,0.16015960276126862
71,0.10531200468540192,0.15092094242572784
72,0.10462762415409088,0.15462519228458405
73,0.10467594116926193,0.15537628531455994
74,0.10458814352750778,0.15602272748947144
75,0.10706458240747452,0.16069073975086212
76,0.10443627834320068,0.15480700135231018
77,0.10437030345201492,0.1505274921655655
78,0.10468406230211258,0.1509738564491272
79,0.10466157644987106,0.15723782777786255
80,0.10442256182432175,0.1520071178674698
81,0.10436089336872101,0.1553822010755539
82,0.10472854226827621,0.15033213794231415
83,0.10526706278324127,0.1592903882265091
84,0.10447153449058533,0.15677353739738464
85,0.10420623421669006,0.15049073100090027
86,0.10438735783100128,0.15709534287452698
87,0.10571195185184479,0.1595701277256012
88,0.10432223975658417,0.15476885437965393
89,0.10447658598423004,0.15711113810539246
90,0.10420732200145721,0.15321940183639526
91,0.10416484624147415,0.15509164333343506
92,0.10416834056377411,0.1550605148077011
93,0.10414797812700272,0.15631738305091858
94,0.10416490584611893,0.15141265094280243
95,0.10409752279520035,0.15427365899085999
96,0.10414944589138031,0.15573200583457947
97,0.10404227674007416,0.15390516817569733
98,0.10422777384519577,0.15637792646884918
99,0.1040230542421341,0.15405158698558807
100,0.10421325266361237,0.15650685131549835
101,0.104080930352211,0.15545813739299774
102,0.1040138527750969,0.15367622673511505
103,0.10401637107133865,0.15392553806304932
104,0.10398338735103607,0.15409380197525024
105,0.10436980426311493,0.1572774350643158
106,0.10391775518655777,0.15401431918144226
107,0.10397563129663467,0.15345942974090576
108,0.10399360954761505,0.1548587679862976
109,0.10403089970350266,0.15577709674835205
110,0.1040116623044014,0.1551610678434372
111,0.10405288636684418,0.15564608573913574
112,0.10399386286735535,0.155035600066185
113,0.10396274924278259,0.154647558927536
114,0.10399603098630905,0.15517760813236237
115,0.10395464301109314,0.1546650379896164
116,0.10393821448087692,0.15446269512176514
117,0.10392113775014877,0.1543760448694229
118,0.10398583114147186,0.1549702286720276
119,0.10395654290914536,0.15407855808734894
120,0.10394614934921265,0.1543503999710083
121,0.10394364595413208,0.15384699404239655
122,0.10392337292432785,0.15437792241573334
123,0.10394798964262009,0.15471456944942474
124,0.10394313186407089,0.1544421762228012
125,0.10391905158758163,0.15468049049377441
126,0.10392826050519943,0.15491002798080444
127,0.10391128808259964,0.15414130687713623
128,0.10391758382320404,0.15430982410907745
129,0.10391545295715332,0.15386177599430084
130,0.10393484681844711,0.15473097562789917
131,0.10389114916324615,0.15445256233215332
132,0.10389478504657745,0.15384550392627716
133,0.10391458868980408,0.15443658828735352
134,0.10391568392515182,0.15466013550758362
135,0.1039113774895668,0.15447229146957397
136,0.10391975194215775,0.15466102957725525
137,0.10390838235616684,0.15461929142475128
138,0.1038951426744461,0.1540694683790207
139,0.1039196252822876,0.1546991914510727
140,0.1039046198129654,0.15426935255527496
141,0.10389555990695953,0.15437911450862885
142,0.10387033969163895,0.15390132367610931
143,0.10387600213289261,0.15405496954917908
144,0.10391011089086533,0.15463921427726746
145,0.10391111671924591,0.15464675426483154
146,0.10390830785036087,0.1545814424753189
147,0.1039140596985817,0.1546442061662674
148,0.10388664901256561,0.1543022096157074
149,0.10390101373195648,0.15442484617233276
150,0.10388397425413132,0.15413373708724976
