,train,valid
1,1.2645413875579834,1.5737783908843994
2,1.9330558776855469,1.8757814168930054
3,0.6670175790786743,0.7991910576820374
4,0.5505551695823669,0.6229724287986755
5,0.443709135055542,0.4301346242427826
6,0.40147167444229126,0.4992254674434662
7,0.2142450213432312,0.2703307569026947
8,0.4136325716972351,0.43873488903045654
9,0.3016146123409271,0.34580427408218384
10,0.30576157569885254,0.35580822825431824
11,0.21515709161758423,0.23803745210170746
12,0.20510034263134003,0.26795071363449097
13,0.17185871303081512,0.2749367356300354
14,0.20284627377986908,0.2316044569015503
15,0.31871721148490906,0.40435442328453064
16,0.18244214355945587,0.23262739181518555
17,0.1761125773191452,0.21234452724456787
18,0.15027928352355957,0.20733590424060822
19,0.19196772575378418,0.28446266055107117
20,0.19018618762493134,0.23557308316230774
21,0.1837446689605713,0.21127070486545563
22,0.1792072206735611,0.28572720289230347
23,0.19962944090366364,0.2389468103647232
24,0.22647424042224884,0.24837975203990936
25,0.1829177439212799,0.2238345742225647
26,0.23239563405513763,0.28446164727211
27,0.13199482858181,0.18502195179462433
28,0.17318260669708252,0.20534418523311615
29,0.14066115021705627,0.2093805968761444
30,0.1683501899242401,0.22031690180301666
31,0.16475935280323029,0.19719737768173218
32,0.19008424878120422,0.2571430206298828
33,0.17411479353904724,0.21808193624019623
34,0.18298538029193878,0.245891273021698
35,0.17093004286289215,0.2036619782447815
36,0.20913168787956238,0.2375255972146988
37,0.1738453209400177,0.2290416806936264
38,0.1739637702703476,0.23473945260047913
39,0.1507679522037506,0.19441013038158417
40,0.17432035505771637,0.20511747896671295
41,0.15846411883831024,0.2074960172176361
42,0.17277848720550537,0.21721261739730835
43,0.14520461857318878,0.20319998264312744
44,0.1403299868106842,0.1906024068593979
45,0.16315799951553345,0.2263069450855255
46,0.1589280068874359,0.1801265925168991
47,0.16487759351730347,0.21786479651927948
48,0.12948985397815704,0.1791885495185852
49,0.15775620937347412,0.2002696990966797
50,0.12846589088439941,0.17310191690921783
51,0.18239635229110718,0.23774033784866333
52,0.16189724206924438,0.2253037691116333
