Timestamps,WindSpeed,StdDevWindSpeed,WindDirAbs,WindDirRel,Power,MaxPower,MinPower,StdDevPower,AvgRPow,Pitch,GenRPM,RotorRPM,EnvirTemp,NacelTemp,GearOilTemp,GearBearTemp,GenPh1Temp,GenPh2Temp,GenPh3Temp,GenBearTemp
2019/7/28 15:50,2.6,0.9,350.2,4.8,-0.6,-0.6,-4.4,0.3,-0.2,0.4,973,15.7,18,20,27,50,27,32,28,48
2019/7/28 16:50,5.0,1.2,305.5,0.1,59.2,153.4,-9.2,42.4,0.0,-1.1,1065,17.2,16,21,37,54,36,41,37,57
2019/7/28 17:50,6.4,1.1,312.1,3.5,130.0,316.4,39.9,59.3,0.0,-1.7,1224,19.7,16,22,42,57,46,52,47,63
2019/7/28 18:50,6.2,1.1,311.9,3.8,122.7,227.6,29.2,50.7,0.0,-1.6,1200,19.3,16,23,45,57,50,59,50,59
2019/7/28 19:50,6.1,1.0,329.5,-2.9,108.2,236.3,9.9,45.0,0.0,-1.6,1179,19.0,15,22,46,58,49,58,49,59
2019/7/28 20:50,2.9,0.7,307.0,-5.8,-1.3,-1.1,-5.1,0.6,-2.1,1.0,1224,19.7,15,21,46,58,43,52,43,56
2019/7/28 21:50,4.5,0.5,315.4,2.2,32.3,123.7,-3.5,16.5,0.0,-0.7,1008,16.2,15,20,45,56,40,48,40,53
2019/7/28 22:50,3.1,0.4,300.7,-2.2,5.9,17.6,-1.3,3.2,0.0,0.3,1000,16.1,15,21,44,54,39,47,39,50
2019/7/28 23:50,4.7,0.4,302.6,4.7,39.0,66.2,16.1,10.4,0.0,-1.1,1002,16.2,15,20,45,56,37,45,37,57
2019/7/29 0:50,3.3,0.5,289.4,0.3,-0.7,-0.6,-4.6,0.5,0.7,2.1,1236,19.9,15,21,45,56,42,50,43,61
2019/7/29 1:50,4.6,0.3,275.8,3.7,34.7,55.1,18.3,7.6,0.0,-0.9,1000,16.1,15,22,45,55,47,56,48,63
2019/7/29 2:50,2.1,0.5,282.5,-4.8,-1.0,5.2,-5.0,1.0,1.3,0.6,839,13.5,14,22,44,54,48,57,48,55
2019/7/29 3:50,2.2,0.5,284.5,-2.3,-0.8,5.6,-5.0,1.4,1.5,0.7,962,15.5,14,20,44,54,41,49,41,52
2019/7/29 4:50,3.0,0.4,254.9,-3.1,-1.2,-1.1,-5.0,0.5,-1.8,0.7,1163,18.8,13,20,44,56,37,45,37,51
2019/7/29 5:50,3.1,0.5,263.9,2.0,-0.6,-0.6,-4.5,0.4,-0.5,0.8,1209,19.5,14,20,46,59,36,45,37,62
2019/7/29 6:50,2.9,0.9,277.3,1.8,-0.7,-0.6,-6.1,0.6,-0.6,1.0,1158,18.7,15,21,47,57,38,47,39,60
2019/7/29 7:50,3.7,1.0,275.4,-2.4,11.7,126.3,-7.0,20.6,4.6,0.6,1075,17.3,16,23,47,56,42,50,43,62
2019/7/29 8:50,3.8,0.8,267.9,-2.8,2.2,116.7,-4.5,16.2,-1.0,1.9,1231,19.9,19,25,47,58,45,53,46,65
2019/7/29 9:50,3.1,0.7,284.4,0.2,-0.8,-0.6,-4.7,0.6,-0.8,0.9,1160,18.7,19,26,47,56,48,57,49,66
2019/7/29 10:50,4.5,0.8,283.0,-0.9,32.6,86.2,-6.8,19.7,0.0,-0.9,1014,16.3,18,26,47,56,50,59,50,60
2019/7/29 11:50,3.4,1.4,286.5,-2.6,10.4,144.7,-5.0,27.3,-2.3,0.5,1070,17.2,19,24,46,57,45,54,45,57
2019/7/29 12:50,3.1,0.9,273.3,-4.7,-1.5,-0.6,-7.7,1.0,0.7,0.9,1126,18.2,20,25,46,55,42,51,43,54
2019/7/29 13:50,2.8,1.0,289.9,10.7,-1.3,-1.1,-6.4,0.6,-2.1,1.7,1067,17.2,20,25,46,56,39,48,40,53
2019/7/29 14:50,6.2,1.0,154.8,-3.0,113.3,215.1,41.4,39.1,0.0,-1.7,1202,19.4,19,25,46,57,40,48,40,51
2019/7/29 15:50,5.9,1.2,159.5,2.9,99.2,187.6,1.3,47.9,0.0,-1.5,1163,18.7,19,25,46,57,43,51,43,54
2019/7/29 16:50,5.4,0.8,149.9,-2.0,68.8,122.0,16.0,22.4,0.0,-1.5,1069,17.2,18,24,47,57,44,53,44,55
2019/7/29 17:50,3.7,0.7,151.3,-1.6,14.4,40.9,-4.8,9.6,0.0,-0.2,999,16.1,18,24,46,55,42,51,43,53
2019/7/29 18:50,2.3,0.6,164.8,15.5,-1.2,-1.1,-6.2,0.5,-1.9,0.7,972,15.7,17,23,46,57,38,47,39,55
2019/7/29 19:50,3.0,0.5,116.3,7.1,-1.3,-1.1,-5.1,0.6,-2.1,1.4,1246,20.1,16,22,46,57,36,45,37,51
2019/7/29 20:50,2.4,0.5,115.8,4.9,-0.7,-0.6,-4.5,0.4,-0.6,0.8,1113,18.0,17,23,47,57,36,45,37,58
2019/7/29 21:50,2.7,0.6,106.8,-9.1,-0.8,-0.6,-4.5,0.7,-1.0,0.5,1003,16.2,17,23,46,55,37,46,38,48
2019/7/29 22:50,2.0,1.6,285.7,-46.1,-0.8,-0.6,-4.5,0.7,-1.0,4.4,365,5.7,16,23,46,51,37,46,38,42
2019/7/29 23:50,2.7,0.5,129.8,-1.0,-0.7,-0.6,-4.6,0.5,-0.5,0.7,1076,17.4,16,23,46,58,38,47,39,58
2019/7/30 0:50,1.9,0.3,111.2,-26.4,-0.6,-0.6,-4.3,0.3,-0.4,0.4,644,10.4,16,23,47,53,39,47,40,54
2019/7/30 1:50,2.9,0.5,345.8,-93.4,-1.6,-0.6,-6.1,0.9,-3.4,12.1,189,2.6,16,22,44,47,38,47,39,43
2019/7/30 2:50,2.1,0.3,358.0,5.9,-0.6,-0.6,-4.5,0.4,-0.4,0.7,837,13.5,16,23,45,56,39,48,40,58
2019/7/30 3:50,4.7,0.6,354.0,2.6,37.2,73.0,4.8,16.2,0.0,-1.0,1010,16.3,16,24,46,57,40,49,41,61
2019/7/30 4:50,5.1,0.6,343.7,0.6,54.1,90.6,9.1,16.4,0.0,-1.4,1022,16.5,16,24,47,57,47,56,48,64
2019/7/30 5:50,4.7,0.5,350.3,0.7,42.4,89.4,7.5,13.7,0.0,-1.1,1003,16.2,16,25,46,56,50,59,50,59
2019/7/30 6:50,6.9,1.2,9.8,0.6,170.6,304.7,39.8,60.2,0.0,-1.7,1315,21.2,15,24,46,60,50,59,50,59
2019/7/30 7:50,7.0,0.7,1.0,1.0,168.4,261.0,90.4,35.4,0.0,-1.8,1321,21.3,16,23,49,61,53,62,53,63
2019/7/30 8:50,5.1,1.2,5.9,0.6,62.2,130.2,-1.4,32.8,0.0,-1.2,1069,17.2,16,23,50,60,52,62,52,62
2019/7/30 9:50,5.5,0.8,354.0,-2.4,73.3,217.9,14.7,34.0,0.0,-1.6,1081,17.4,18,24,48,57,48,57,48,58
2019/7/30 10:50,7.0,0.8,3.1,1.6,158.6,247.0,58.7,36.4,0.0,-1.8,1323,21.3,19,24,48,61,50,59,50,60
2019/7/30 11:50,8.2,1.1,337.5,-3.0,283.2,449.6,92.2,84.4,0.0,-1.9,1517,24.5,19,25,51,65,60,69,59,67
2019/7/30 12:50,6.7,0.9,353.1,-1.9,137.2,288.0,67.2,38.9,0.0,-1.8,1265,20.4,19,25,53,63,60,70,60,68
2019/7/30 13:50,7.1,1.0,23.8,1.8,171.4,291.4,56.2,61.2,0.0,-1.8,1346,21.7,20,25,52,61,57,67,57,65
2019/7/30 14:50,5.0,1.1,8.9,1.5,59.4,121.4,-1.8,36.8,0.0,-1.2,1072,17.3,20,25,50,59,55,64,55,60
2019/7/30 15:50,6.3,0.9,358.9,-4.6,113.4,216.4,30.2,43.4,0.0,-1.8,1195,19.3,20,25,49,59,53,62,53,59
2019/7/30 16:50,6.6,0.9,339.6,-6.2,122.5,225.3,9.4,47.2,0.0,-1.8,1245,20.1,21,26,50,59,53,63,53,56
2019/7/30 17:50,6.8,0.9,323.6,0.6,159.9,325.2,46.0,50.9,0.0,-1.8,1291,20.8,19,25,51,62,57,67,57,60
2019/7/30 18:50,7.4,1.3,315.7,-1.0,213.8,441.5,23.9,79.0,0.0,-1.7,1383,22.3,17,25,51,63,59,68,58,61
2019/7/30 19:50,7.3,0.8,321.7,-2.1,191.3,335.8,76.1,46.8,0.0,-1.8,1375,22.2,17,24,52,64,61,71,61,62
2019/7/30 20:50,6.1,1.0,318.8,-4.6,108.4,250.3,20.4,36.2,0.0,-1.7,1175,18.9,16,24,52,61,58,67,57,58
2019/7/30 21:50,6.0,0.9,321.3,2.2,101.0,239.6,29.3,39.9,0.0,-1.7,1152,18.6,16,24,51,60,54,64,54,54
2019/7/30 22:50,6.3,0.7,305.8,1.4,118.4,199.0,50.6,28.8,0.0,-1.8,1202,19.4,16,23,50,60,53,62,52,57
2019/7/30 23:50,7.1,0.9,321.6,-0.3,182.2,323.2,81.3,51.2,0.0,-1.8,1342,21.6,15,23,50,62,53,63,53,56
2019/7/31 0:50,8.1,0.8,319.6,-0.4,285.0,459.7,149.8,68.6,0.0,-1.9,1510,24.4,15,22,51,66,57,66,56,60
2019/7/31 1:50,7.0,0.7,298.5,-3.4,170.5,244.8,100.6,28.3,0.0,-1.8,1327,21.4,14,22,52,62,55,64,55,58
2019/7/31 2:50,6.6,1.1,316.5,-0.6,149.5,258.9,28.9,47.5,0.0,-1.7,1270,20.5,14,22,52,63,56,66,56,58
2019/7/31 3:50,7.5,1.1,310.9,-0.7,215.4,384.9,77.3,55.5,0.0,-1.8,1401,22.6,14,22,53,64,59,69,59,60
2019/7/31 4:50,7.1,0.8,305.6,-1.4,183.9,295.2,74.9,42.8,0.0,-1.8,1347,21.7,14,22,54,64,60,70,59,60
2019/7/31 5:50,6.7,0.8,304.4,-0.3,147.7,259.8,59.5,44.6,0.0,-1.8,1272,20.5,15,22,52,61,55,64,54,54
2019/7/31 6:50,7.0,0.9,308.6,-2.9,177.7,295.2,65.4,51.1,0.0,-1.8,1317,21.2,15,22,51,61,52,61,52,52
2019/7/31 7:50,7.1,1.0,317.7,0.3,183.6,372.7,48.5,73.0,0.0,-1.8,1351,21.8,15,22,52,65,58,68,58,59
2019/7/31 8:50,5.9,1.2,316.4,1.8,100.7,273.6,-1.8,58.6,0.0,-1.6,1149,18.5,15,22,51,61,53,63,53,53
2019/7/31 9:50,7.3,0.7,318.0,3.7,188.5,329.4,78.1,52.2,0.0,-1.8,1380,22.3,16,22,50,62,52,61,52,52
2019/7/31 10:50,5.4,1.0,312.5,2.5,77.6,148.3,15.2,28.3,0.0,-1.5,1081,17.4,17,23,50,59,50,59,50,47
2019/7/31 11:50,5.2,1.3,311.7,1.1,64.4,168.4,-3.1,35.7,0.0,-1.2,1078,17.4,17,23,49,59,48,57,48,45
2019/7/31 12:50,5.5,1.2,315.8,0.8,86.6,209.6,17.5,42.6,0.0,-1.4,1118,18.0,19,23,49,59,49,58,49,46
2019/7/31 13:50,7.3,1.0,304.2,-5.5,174.9,296.3,40.4,54.0,0.0,-1.8,1368,22.1,19,24,49,61,50,59,50,49
2019/7/31 14:50,4.7,1.5,327.5,0.6,47.8,170.1,-6.7,49.0,0.0,0.0,1137,18.3,19,24,50,58,49,58,49,49
2019/7/31 15:50,5.6,0.8,326.2,-4.5,73.0,150.2,7.8,29.5,0.0,-1.6,1099,17.7,19,24,48,58,47,56,48,44
2019/7/31 16:50,3.5,0.8,303.7,-3.4,4.9,109.1,-6.0,14.7,-1.3,0.9,1143,18.4,19,24,47,57,43,52,44,42
2019/7/31 17:50,4.5,0.8,350.6,1.8,34.8,80.2,1.4,18.9,0.0,-0.9,1011,16.3,20,25,46,57,41,49,41,41
2019/7/31 18:50,5.1,1.0,329.4,1.8,53.1,111.9,-3.0,27.4,0.0,-1.3,1051,16.9,20,24,46,55,40,49,40,40
2019/7/31 19:50,4.9,0.5,13.1,2.6,49.5,92.9,19.9,13.9,0.0,-1.3,1014,16.4,18,24,45,56,42,50,42,40
2019/7/31 20:50,5.4,0.6,348.5,1.0,68.0,140.3,20.0,22.2,0.0,-1.6,1058,17.0,17,24,45,56,42,50,42,39
2019/7/31 21:50,6.2,1.0,355.6,-2.4,112.3,236.0,12.9,48.0,0.0,-1.7,1187,19.1,16,23,46,58,43,52,43,41
2019/7/31 22:50,3.1,0.7,327.0,0.1,-1.3,-1.1,-5.1,0.6,-2.2,0.9,1157,18.6,16,22,45,55,40,49,40,39
2019/7/31 23:50,4.9,0.6,330.9,2.3,50.0,104.3,21.4,14.8,0.0,-1.2,1013,16.3,15,22,45,55,39,48,40,38
2019/8/1 0:50,4.7,0.3,320.2,-3.5,39.6,66.3,18.4,10.1,0.0,-1.1,1001,16.1,14,21,44,55,38,47,39,37
2019/8/1 1:50,5.1,0.2,329.7,-4.2,51.5,64.3,40.6,4.7,0.0,-1.7,1005,16.2,14,21,44,55,39,48,39,37
2019/8/1 2:50,5.5,0.4,319.3,-3.7,67.1,92.8,50.0,10.3,0.0,-1.8,1047,16.9,13,21,44,55,39,48,39,37
2019/8/1 3:50,5.7,0.3,322.6,4.2,85.9,119.8,62.8,13.0,0.0,-1.9,1080,17.4,13,20,44,56,40,48,40,37
2019/8/1 4:50,6.0,0.3,314.3,1.7,98.0,116.7,75.3,7.2,0.0,-1.9,1138,18.4,12,19,44,56,41,50,41,38
2019/8/1 5:50,5.0,0.4,316.3,-5.2,47.5,74.0,20.5,13.0,0.0,-1.4,1007,16.2,13,19,44,55,40,48,40,37
2019/8/1 6:50,2.8,0.8,307.7,-1.6,-0.8,-0.6,-4.6,0.5,-0.6,0.7,1094,17.6,14,18,43,56,35,44,36,38
2019/8/1 7:50,2.2,1.0,323.8,5.3,-0.9,-0.6,-7.1,0.8,-0.9,0.4,816,13.1,16,21,43,52,36,44,36,41
2019/8/1 8:50,3.1,0.7,341.6,0.5,-0.8,-0.6,-4.6,0.6,-0.8,0.9,1155,18.6,17,23,43,56,36,45,37,42
2019/8/1 9:50,3.1,1.1,30.2,98.6,-1.3,-0.4,-6.1,0.8,-3.7,85.9,2,0.0,19,23,40,48,35,44,36,38
2019/8/1 10:50,1.4,1.0,358.4,117.2,-0.1,-0.1,-0.1,0.0,-0.7,86.5,1,0.0,20,23,37,43,35,44,35,35
2019/8/1 11:50,2.5,0.8,279.6,39.3,-1.5,-0.2,-5.7,0.5,-4.9,85.9,1,0.0,20,23,36,40,34,43,35,33
2019/8/1 12:50,2.4,0.9,326.8,-97.9,-0.3,-0.2,-4.1,0.4,-1.0,85.9,4,0.0,20,22,34,38,33,42,33,32
2019/8/1 13:50,2.4,1.1,307.5,22.5,-0.2,-0.1,-4.0,0.4,-0.8,85.9,6,0.0,23,23,34,36,32,41,32,31
2019/8/1 14:50,0.9,0.6,336.7,22.3,-0.4,-0.4,-4.3,0.3,-0.9,85.9,2,0.0,22,25,33,35,32,40,32,31
2019/8/1 15:50,2.2,1.1,328.9,-95.8,-1.1,-0.6,-5.9,0.8,-1.6,14.8,43,0.3,22,25,35,42,32,41,33,34
2019/8/1 16:50,3.2,0.9,271.2,0.0,-0.8,-0.6,-4.6,0.6,-0.9,1.1,1180,19.0,23,26,39,55,33,42,34,43
2019/8/1 17:50,2.7,0.9,279.9,-11.6,-0.9,-0.6,-4.6,0.7,-1.1,0.3,933,15.0,23,27,42,51,35,44,36,42
2019/8/1 18:50,1.1,0.2,138.0,-145.5,-0.7,-0.6,-4.6,0.5,-0.4,14.1,0,0.0,21,27,42,45,35,43,36,38
2019/8/1 19:50,1.6,0.2,110.8,-172.7,-0.7,-0.6,-4.5,0.7,-0.5,1.9,184,2.9,19,26,40,44,35,43,35,36
2019/8/1 20:50,2.3,0.2,114.4,-169.1,-0.7,-0.6,-4.4,0.5,-0.5,0.9,271,4.3,18,26,40,44,34,43,35,35
2019/8/1 21:50,6.7,0.8,114.8,4.0,139.6,227.7,45.9,31.2,0.0,-1.8,1277,20.6,17,25,41,60,42,51,42,51
2019/8/1 22:50,4.6,0.3,119.8,1.2,36.3,54.2,18.7,7.1,0.0,-0.9,999,16.1,17,26,46,56,48,57,49,54
2019/8/1 23:50,1.8,0.4,121.1,-15.0,-0.8,-0.6,-4.8,0.5,-0.5,0.8,803,12.9,17,26,46,55,50,59,51,51
2019/8/2 0:50,0.9,0.1,75.3,-60.8,-0.6,-0.6,-4.4,0.5,-0.4,5.1,99,1.3,17,24,45,46,49,57,49,47
2019/8/2 1:50,0.8,0.1,336.5,-159.6,-0.6,-0.6,-4.5,0.5,-0.3,12.2,0,0.0,16,24,42,43,47,55,47,44
2019/8/2 2:50,1.9,0.3,307.3,-24.7,-0.6,-0.6,-4.6,0.5,-0.4,0.8,839,13.5,16,25,41,48,45,54,46,43
2019/8/2 3:50,1.1,0.2,350.9,18.9,-0.6,-0.6,-4.5,0.4,-0.4,0.8,564,9.1,15,24,42,50,44,53,45,46
2019/8/2 4:50,2.3,0.3,0.4,8.6,-0.6,-0.6,-4.5,0.3,-0.4,0.8,980,15.8,16,24,42,52,44,52,44,45
2019/8/2 5:50,2.1,0.3,14.3,11.4,-0.6,-0.6,-4.6,0.4,-0.4,0.8,912,14.7,16,25,43,55,43,52,44,46
2019/8/2 6:50,2.0,0.4,337.4,-24.8,-0.6,-0.6,-4.6,0.4,-0.4,0.7,841,13.6,17,26,45,55,43,52,44,46
2019/8/2 7:50,1.2,0.4,33.1,30.9,-0.7,-0.6,-4.6,0.5,-0.5,-0.2,356,5.7,19,25,45,48,42,51,43,43
2019/8/2 8:50,1.9,1.0,135.6,30.3,-0.7,-0.6,-4.5,0.5,-0.5,-0.5,536,8.6,21,26,43,47,42,50,43,42
2019/8/2 9:50,5.4,0.9,121.5,-5.1,64.5,132.4,3.0,27.1,0.0,-1.4,1077,17.4,20,27,45,57,45,53,45,48
2019/8/2 10:50,5.4,0.7,129.7,3.4,73.9,123.6,12.9,21.4,0.0,-1.6,1065,17.2,19,27,47,56,51,60,51,49
2019/8/2 11:50,5.4,0.8,129.8,1.5,70.8,125.7,14.8,20.9,0.0,-1.5,1068,17.2,19,26,46,56,49,57,49,45
2019/8/2 12:50,6.6,1.0,131.0,0.8,138.0,271.1,9.7,43.8,0.0,-1.7,1265,20.4,19,25,46,59,49,58,49,46
2019/8/2 13:50,5.8,1.1,127.5,-2.2,93.2,196.7,21.5,41.7,0.0,-1.5,1139,18.4,18,25,48,59,50,59,50,49
2019/8/2 14:50,5.9,1.2,123.0,-0.2,101.2,233.2,15.6,45.2,0.0,-1.5,1148,18.5,20,25,48,58,50,59,50,47
2019/8/2 15:50,7.3,1.0,117.3,0.2,194.6,327.1,79.1,57.5,0.0,-1.8,1368,22.0,19,25,50,62,57,66,56,58
2019/8/2 16:50,6.8,0.9,118.1,2.9,157.5,259.4,54.2,45.8,0.0,-1.8,1286,20.7,19,25,50,61,56,65,56,58
2019/8/2 17:50,6.1,0.9,119.7,-0.6,111.9,201.9,38.3,35.9,0.0,-1.7,1160,18.7,19,25,51,60,57,66,56,59
2019/8/2 18:50,5.7,0.8,122.7,4.6,87.1,167.6,23.6,25.9,0.0,-1.7,1102,17.8,18,24,51,61,57,66,56,58
2019/8/2 19:50,6.3,0.7,116.9,-4.3,114.8,182.0,54.8,25.0,0.0,-1.8,1192,19.2,17,24,50,59,53,63,53,51
2019/8/2 20:50,7.1,0.6,114.5,-3.3,172.0,220.2,110.4,25.4,0.0,-1.9,1333,21.5,17,23,49,61,53,62,53,52
2019/8/2 21:50,6.7,0.5,117.2,-1.8,145.1,201.4,79.9,22.0,0.0,-1.9,1269,20.5,17,23,50,60,53,62,53,53
2019/8/2 22:50,6.8,0.6,115.9,-3.1,158.3,226.6,88.0,27.1,0.0,-1.9,1288,20.8,17,23,50,61,53,62,52,52
2019/8/2 23:50,6.5,0.5,126.7,2.4,126.2,176.3,77.1,17.9,0.0,-1.8,1233,19.9,16,23,50,61,53,62,52,54
2019/8/3 0:50,5.4,0.6,112.7,-1.0,68.2,98.2,32.3,13.9,0.0,-1.6,1051,16.9,16,22,49,57,49,58,49,44
2019/8/3 1:50,5.3,0.5,109.5,-0.1,67.4,101.2,25.1,14.8,0.0,-1.6,1042,16.8,16,22,47,57,46,55,46,42
2019/8/3 2:50,5.4,0.5,109.4,-0.2,68.8,104.2,39.5,12.8,0.0,-1.7,1046,16.9,16,22,46,56,45,53,45,41
2019/8/3 3:50,5.7,0.5,108.7,0.0,80.9,115.6,57.2,11.3,0.0,-1.8,1081,17.4,16,22,46,58,45,54,45,41
2019/8/3 4:50,6.6,0.4,100.1,-1.3,138.8,171.7,92.1,14.0,0.0,-1.9,1251,20.2,16,22,46,59,45,54,45,41
2019/8/3 5:50,6.3,0.6,104.5,-1.8,108.7,143.7,78.2,14.4,0.0,-1.8,1183,19.1,17,22,48,59,47,56,47,43
2019/8/3 6:50,6.6,0.7,104.2,-2.1,133.6,175.5,79.6,21.3,0.0,-1.8,1243,20.0,17,22,48,59,48,56,47,43
2019/8/3 7:50,6.1,0.8,116.8,-1.4,99.3,184.3,52.6,28.4,0.0,-1.8,1165,18.8,17,22,49,59,49,57,48,44
2019/8/3 8:50,6.4,0.8,108.1,2.2,127.8,195.5,56.7,27.2,0.0,-1.8,1221,19.7,17,23,50,62,53,62,52,53
2019/8/3 9:50,6.0,0.9,122.5,2.2,108.1,225.7,33.8,36.7,0.0,-1.7,1163,18.7,17,23,50,61,53,62,53,53
2019/8/3 10:50,7.7,0.9,108.6,1.9,251.4,366.4,126.0,46.0,0.0,-1.8,1460,23.5,17,23,51,65,59,69,58,58
2019/8/3 11:50,7.2,1.0,114.5,1.9,199.7,341.0,69.7,58.9,0.0,-1.8,1357,21.9,18,24,54,65,64,73,63,63
2019/8/3 12:50,8.4,0.8,112.7,0.5,332.4,450.9,206.1,55.4,0.0,-1.9,1546,24.9,18,23,54,66,71,81,69,68
2019/8/3 13:50,7.5,0.8,118.0,-0.2,238.2,358.9,61.6,59.2,0.0,-1.8,1427,23.0,17,22,54,66,62,72,61,59
2019/8/3 14:50,8.1,1.1,112.9,-4.1,294.9,467.0,90.4,84.7,0.0,-1.9,1496,24.1,17,21,55,65,58,68,57,56
2019/8/3 15:50,7.4,1.1,144.8,2.5,228.4,498.8,67.4,72.0,0.0,-1.7,1409,22.7,17,22,55,66,56,65,55,54
2019/8/3 16:50,6.9,1.2,136.1,-2.1,180.4,315.0,56.4,64.5,0.0,-1.5,1362,22.0,17,21,54,65,54,64,54,54
2019/8/3 17:50,8.1,1.0,134.1,0.6,292.8,464.8,95.8,73.1,0.0,-1.9,1519,24.5,17,22,54,66,59,68,58,61
2019/8/3 18:50,8.1,0.7,113.2,-4.3,282.3,390.3,140.5,48.6,0.0,-1.9,1522,24.5,17,23,55,66,63,73,63,64
2019/8/3 19:50,7.5,0.7,115.1,-4.0,217.1,317.9,146.0,32.4,0.0,-1.8,1417,22.9,17,23,55,65,62,71,62,63
2019/8/3 20:50,7.1,1.0,122.9,3.0,185.0,341.4,65.4,56.9,0.0,-1.6,1377,22.2,17,23,54,64,65,75,65,65
2019/8/3 21:50,7.8,1.0,124.5,1.8,270.5,480.4,94.7,67.5,0.0,-1.8,1477,23.8,16,23,54,65,65,74,64,64
2019/8/3 22:50,7.0,0.9,129.9,2.4,174.5,328.0,60.1,47.9,0.0,-1.6,1352,21.8,17,23,54,65,62,72,62,62
2019/8/3 23:50,5.6,0.6,139.9,0.0,83.5,128.2,29.3,20.7,0.0,-1.7,1079,17.4,16,23,53,60,58,68,57,52
2019/8/4 0:50,4.6,0.7,159.7,2.3,36.3,110.0,-3.3,23.1,-0.1,-0.4,1045,16.8,16,22,49,57,50,59,50,45
2019/8/4 1:50,4.6,0.5,142.0,3.7,40.5,67.5,13.9,12.1,0.0,-1.0,1002,16.2,16,22,47,56,46,55,46,42
2019/8/4 2:50,3.9,0.9,160.0,0.7,21.2,65.6,-7.2,17.4,0.0,-0.3,1000,16.1,16,22,45,55,43,52,43,41
2019/8/4 3:50,3.2,0.6,171.0,-2.1,-1.3,15.9,-7.1,1.8,0.8,1.2,1202,19.4,16,21,44,55,41,50,41,40
2019/8/4 4:50,3.3,0.7,165.9,0.7,-1.2,-1.1,-5.1,0.5,-1.7,2.7,1249,20.2,16,21,45,58,37,46,37,40
2019/8/4 5:50,2.8,0.5,177.4,5.5,-0.7,-0.6,-4.5,0.4,-0.6,1.1,1185,19.1,16,20,45,58,35,44,36,40
2019/8/4 6:50,3.0,0.6,210.6,3.3,-0.6,-0.6,-4.5,0.4,-0.5,0.7,1172,18.9,16,22,46,58,36,45,37,42
2019/8/4 7:50,3.0,0.9,181.3,-0.2,-0.7,-0.6,-4.6,0.5,-0.5,1.7,1110,17.9,17,23,47,55,37,46,38,41
2019/8/4 8:50,3.3,0.7,195.6,2.0,-0.7,-0.6,-5.8,0.6,-0.8,1.4,1214,19.6,20,25,48,58,38,47,39,44
2019/8/4 9:50,3.6,0.8,152.9,-2.9,10.1,100.1,-5.4,15.6,2.5,0.5,1055,17.0,20,26,48,57,42,51,43,46
2019/8/4 10:50,5.2,1.1,133.4,-0.1,70.9,148.4,14.8,33.0,0.0,-1.3,1081,17.4,19,27,48,58,49,58,49,50
2019/8/4 11:50,6.2,0.7,129.0,2.8,111.4,218.1,53.9,32.1,0.0,-1.8,1164,18.7,18,25,47,57,50,59,50,45
2019/8/4 12:50,7.3,1.1,147.3,-1.5,201.8,396.1,93.0,66.7,0.0,-1.8,1363,22.0,18,25,49,63,57,68,57,57
2019/8/4 13:50,6.9,1.2,153.4,2.9,168.7,394.2,52.9,68.2,0.0,-1.7,1304,21.0,18,25,52,62,59,69,58,60
2019/8/4 14:50,8.4,1.6,145.6,3.1,329.7,696.8,104.0,153.6,0.0,-1.7,1490,24.0,17,25,55,66,64,74,64,65
2019/8/4 15:50,8.3,1.2,152.3,-1.7,310.0,645.0,127.4,98.8,0.0,-1.9,1519,24.5,18,24,55,66,67,77,67,67
2019/8/4 16:50,7.8,1.2,162.3,2.8,252.2,446.8,93.0,76.0,0.0,-1.8,1447,23.3,18,24,54,65,68,78,68,64
2019/8/4 17:50,6.1,0.9,157.8,-2.2,103.4,180.3,27.6,33.5,0.0,-1.7,1170,18.8,17,23,53,63,59,69,58,53
2019/8/4 18:50,6.2,0.9,199.8,4.8,118.4,288.3,38.4,54.6,0.0,-1.8,1187,19.1,18,23,52,62,55,64,54,55
2019/8/4 19:50,4.1,1.0,164.3,-7.2,22.4,123.8,-7.4,29.3,2.2,0.0,1078,17.4,17,23,49,57,48,58,48,45
2019/8/4 20:50,2.4,0.7,198.6,5.0,-1.1,-1.1,-5.1,0.3,-1.6,0.6,962,15.5,16,22,47,56,44,53,44,42
2019/8/4 21:50,3.7,0.6,132.2,-14.4,6.3,123.3,-6.6,19.6,-2.7,5.0,822,13.1,16,21,44,49,37,46,37,33
2019/8/4 22:50,6.8,0.9,164.3,-0.8,146.6,306.6,33.4,50.8,0.0,-1.8,1272,20.5,16,21,45,59,40,49,40,42
2019/8/4 23:50,6.7,1.0,206.6,6.2,157.0,357.6,36.2,57.6,0.0,-1.8,1272,20.5,16,22,48,60,45,55,45,54
2019/8/5 0:50,7.9,0.7,260.8,-0.3,273.1,397.9,173.5,44.1,0.0,-1.8,1481,23.9,15,22,53,67,55,65,55,59
2019/8/5 1:50,7.6,0.7,259.6,0.4,226.5,366.1,142.4,41.4,0.0,-1.8,1429,23.0,14,21,55,65,59,69,59,62
2019/8/5 2:50,6.1,0.8,261.0,1.9,114.7,241.8,-1.8,36.3,0.1,-1.2,1246,20.1,13,21,54,63,56,66,56,59
2019/8/5 3:50,3.9,0.7,239.4,-4.3,20.2,84.5,-2.8,16.2,0.0,-0.3,1003,16.2,13,20,51,58,50,60,50,47
